track_name,album_name,artist_names,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track
me escapï¿,Me Escapï¿,doblep,2023-09-07,QZNJZ2368122,3654,22.4,36559856.0,7332,6306859,,44786762,189253,426900,63088852,722844173,,,214,,3,3117,6,,,,81058,,1
sakhiyaan,Sakhiyaan,maninder buttar,2018-10-21,FR96X1865569,3668,22.4,177496669.0,14789,2384549,65,776438148,6800185,1109656,28941338,339486868,31425935,4,113,,,,8,220,,,433239,,0
without you (feat. sandro cavazza),AVï¿½ï¿½CI,avicii,2017-08-10,SE5R71700101,3662,22.4,1074175360.0,135290,29277394,73,293084186,2973334,180391,19770288,229614343,24725817,82,43106,119,46,259328,7,21846254,11253,,5939460,,1
aynen,Hermano,heijan,2023-04-28,QZMZ92307983,3663,22.4,66701855.0,12381,2302824,57,132663199,408097,59853,1885010,52142540,289637676,7,2069,,,,,,,,241463,,0
idgaf,Dua Lipa (Deluxe),dua lipa,2017-06-02,GBAHT1600301,3675,22.4,1583012380.0,108894,36019109,71,223607979,2045247,737796,18251968,135618240,21900,129,277,56,190,438831,25,111497932,51095,,6705604,,1
maniac,Maniac,conan gray,2019-10-25,USUM71920712,3653,22.4,845222205.0,109624,33327204,71,108306968,2342473,196948,49175319,316355255,21240769,58,30836,125,17,25809,8,22570411,35458,,1531126,,0
love me harder,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,ariana grande,2014-01-01,USUM71409728,3655,22.4,917284463.0,80957,31639571,73,930161541,5513057,18522,2323429,18428812,504598711,84,18813,12,55,778510,19,308184099,116610,,5880498,,0
si supieras,Si Supieras,daddy yankee,2019-06-28,US2BU1900761,3677,22.4,306404848.0,33666,10575144,63,605370523,2987290,410825,4557282,56631793,131730572,47,4874,8,14,108812,14,33439792,6173,,1301119,,0
love someone,Love Someone,lukas graham,2018-09-07,USWB11801903,3674,22.4,753200066.0,76430,26556274,63,277222671,1404539,260432,16265262,192443386,7782057,51,111900,,38,48577,11,105848112,37101,6420870,,,0
dance alone,Dance Alone,sia,2024-02-07,USAT22400525,3660,22.4,25180079.0,3020,15579341,3,4405480,64658,,,,2050084502,46,40258,79,32,6943957,45,847587,68,,206471,,0
suano,Suano - Single,ntg,2024-03-24,TCAIA2470789,3656,22.4,15333864.0,1439,35368637,71,11215883,86574,121600,,,3407832,6,190,,5,555882,1,,,,122965,,1
heart on ice,Heart On Ice,rod wave,2019-05-31,USUYG1257043,3659,22.4,320136804.0,70340,8592699,62,300606606,2725053,274439,65635809,415394142,38241072,24,14504,177,2,8128,5,105823212,111036,,1552968,,1
pop/stars,POP/STARS,k/da,2018-11-03,NLRD51859885,3650,22.4,352999804.0,49066,6820467,64,688305700,7491512,2636,3122902,22307459,105803850,16,2110,,10,27275,26,4297676,8057,7430414,768827,,0
ring (feat. kehlani),Invasion of Privacy,cardi b,2018-04-06,USAT21801432,3671,22.4,242105356.0,25649,5257047,59,327705174,2907887,129582,5433488,38979215,25155712,21,48967,40,7,36419,15,198379303,91142,34076078,1550411,,1
potion (with dua lipa & young thug),Potion (with Dua Lipa & Young Thug),calvin harris,2022-05-27,GBARL2201128,3657,22.4,221965013.0,38872,27661038,60,51083768,550181,569,256156,4096148,3165598002,58,113411,345,62,1596584,45,2098569,1119,,1046181,,1
pï¿½ï¿½gina de ex - ao vivo n,Mari No Barzinho (Ao Vivo No RJ),mari fernandez,2024-04-26,BCZT72400033,3666,22.4,13842105.0,920,16028156,71,18663230,85838,,,,17057535,4,2,,11,805419,9,231,,,10827,,0
new magic wand,IGOR,"tyler, the creator",2019-05-17,USQX91901115,3703,22.3,617991511.0,145653,18875661,74,100752374,1194201,98442,100573264,661984472,6476,16,194,,8,73030,4,2686472,12461,,1512216,,1
taaron ke shehar,Taaron Ke Shehar,neha kakkar,2020-09-20,INS182006274,3686,22.3,95962246.0,7017,3232549,58,663681127,5839475,,,,231939795,2,25,,,,5,,,,198978,,0
monster,Monster,lum!x,2019-04-19,ITV951900009,3704,22.3,324575469.0,84886,16138519,66,84490948,834256,2636838,355125016,4875609910,,25,16,3,27,599230,13,2081700,3093,,3588080,,0
"si si si si (feat. eladio carrion, bryant myers, dei v)",The Academy: Segunda Misiï¿½,the academy: segunda misiï¿½,2024-03-28,USWL12400691,3684,22.3,35185414.0,3730,5697401,68,14926797,144331,,,,6920836,21,422,,3,21209,,227701,109,,143569,,1
river (feat. ed sheeran),Revival,eminem,2017-12-15,USUM71712944,3691,22.3,830410811.0,95470,18564708,67,288374900,2645448,91490,5687706,33671145,1257293,49,105,,24,54375,31,179115959,125908,,4748281,,1
churchill downs (feat. drake),Come Home The Kids Miss You,jack harlow,2022-05-06,USAT22203487,3690,22.3,153857576.0,59992,11239045,61,77159004,877109,11005,8710165,72804876,433000162,11,1803,156,,,1,8753538,3263,,577230,,1
wide awake,538 Hitzone 63,katy perry,2012-01-01,USCA21200932,3681,22.3,447997798.0,47976,35749050,73,1129883893,5231385,53680,9846261,63097743,248321862,29,29375,115,14,144663,22,486860037,304919,,4506047,,0
eyvah neye yarar,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,semicenk,2023-12-15,DGA0Q2317098,3698,22.3,27235294.0,2618,767611,,74511800,233751,,,,329897277,2,95,,1,1566667,,,,,121649,,0
lush life,Lush Life,zara larsson,2015-06-05,SEWEE1500509,3687,22.3,1429205245.0,151855,83732411,78,156015402,1540316,1213204,40191496,323351717,4243,200,74545,1,126,2293474,34,61716921,50211,,9877808,,0
kitty,Kitty,kenia os,2024-04-23,MXF012400293,3680,22.3,23061213.0,703,18729564,77,18869254,360829,,,,14758237,11,172,,18,214885,14,11507,21,,37878,,1
"o bedardeya (from ""tu jhoothi main makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",pritam,2023-03-04,INS182300550,3693,22.3,184580310.0,10142,5412622,64,169388630,2189048,,,,158580812,9,257,,,,12,,,,203774,,0
wildberry lillet,Wildberry Lillet,nina chuba,2022-08-12,DEE862201008,3694,22.3,161145820.0,46697,7654058,58,62678908,513962,121215,34317249,409238375,125368581,25,20804,,10,582833,9,,,,647249,,0
amapiano,Amapiano,asake,2023-05-23,USUYG1489119,3701,22.3,68990989.0,21556,4941800,63,29014150,237930,309111,16832048,240070262,32844745,53,5137,79,5,101774,26,230682,624,,721377,,1
hola seï¿½ï¿½o,Ceinture noire (Transcendance),gims,2019-04-25,FR8FB1901430,3695,22.3,208249257.0,42423,5969962,58,639243342,3905330,146449,5679661,111981041,254002569,78,15911,,19,684768,8,,,126720,3459196,,0
m.a (mejores amigos),M.A (Mejores Amigos) - Single,bm,2022-09-20,QZTVM2225505,3697,22.3,179475517.0,26160,3816329,2,162785261,622557,95000,2496551,32565249,,2,1742,,4,139218,,,,,401773,,1
take a bite,Take A Bite,beabadoobee,2024-05-09,GBK3W2402961,3700,22.3,18634348.0,2529,28016380,78,1314449,68494,,,,110446147,35,2559,8,15,156944,83,77485,63,,31394,,0
dream girl - remix,Dream Girl (Remix),ir sais,2019-12-06,USSD11900381,3699,22.3,289196126.0,56563,16313578,64,403607329,2363349,506354,90776240,758684528,9314119,72,3280,64,10,281695,14,37415282,5841,,1102746,,1
me enamorï¿,Me Enamorï¿,shakira,2017-01-01,USSD11700088,3685,22.3,388986035.0,32035,11367243,61,1029205329,5258522,159489,11668787,138694370,244223847,52,17126,33,41,299770,32,65068313,26099,,3095680,,0
geri dï¿½ï¿½nem,Geri Dï¿½ï¿½nem,semicenk,2023-05-05,FRX452325278,3702,22.3,111150894.0,11465,6557932,67,130717641,376889,39900,852150,31451449,7986595,7,,,1,1089,,,,,208321,,0
gimmie a light,Gimmie A Light,ice spice,2024-05-10,USUG12400205,3692,22.3,8734499.0,1005,21736311,,4823719,124556,,,,67008965,22,3397,415,13,453247,59,413454,206,287439,39843,,1
on the street (with j. cole),on the street (with J. Cole),j-hope,2023-03-03,USA2P2251898,3689,22.3,183683364.0,21804,15669021,63,67664152,3768577,259000,146676533,803916984,124507195,15,7442,12,1,207,16,1256163,322,,317811,,1
lost forever,UTOPIA,travis scott,2023-07-28,USSM12305017,3683,22.3,66878719.0,33290,3109142,62,2866171,33960,661,684129,4277522,,5,30,128,1,,3,168014,163,,149968,,1
what ifs (feat. lauren alaina),Kane Brown,kane brown,2016-12-02,USRN11600859,3696,22.3,516523975.0,45773,14539681,67,407784529,2047661,82745,1643842,10506569,471650737,39,132684,56,3,4887,18,366815231,184212,1264787,1925032,,0
i got love,I Got Love,miyagi,2018-05-15,QZ22B1946607,3682,22.3,136456221.0,235,30808,,1075000461,4674383,,,,757403,,,,,,,,,,,,0
set me free,READY TO BE,twice,2023-03-10,US5TA2300005,3705,22.3,117186345.0,11752,4854730,62,137633324,2497620,133155,89151707,580855649,84559361,11,1361,33,3,52357,1,575708,519,626127,191507,,0
say something,Say Something,a great big world,2013-11-04,USSM11306713,3714,22.2,1064534331.0,116991,57390894,65,113298251,1108651,79873,38617874,339277915,2455495,102,943,120,71,421702,22,653380699,354730,,12937536,,0
por dentro,Por Dentro,rels b,2023-11-23,UYB282376016,3709,22.2,105759424.0,7383,10819131,,52609155,629604,,,,276735397,10,1812,44,21,12178185,14,114291,,,114185,,1
you belong with me,Fearless,taylor swift,2008-01-01,USCJY0803328,3720,22.2,643828366.0,87942,27210610,66,1600713698,10233607,165346,72201064,428418832,1485964733,45,41273,244,19,138459,25,314460730,556940,,3063470,,0
"sex, drugs, etc.",Chit Chat,beach weather,2016-11-04,TCACS1642138,3731,22.2,818926915.0,160628,48988304,77,85879643,1119551,124365,62671433,478999463,145296,37,127903,278,36,344006,40,4397971,6056,9460095,3388780,,0
tchuco nela,Tchuco Nela,mc rogerinho,2022-04-08,BCN5Z2200003,3727,22.2,154127881.0,14889,8354745,72,233659337,1167552,585700,74359518,1245591509,499045923,5,216,,26,213644,8,,,,136448,,1
californication,Californication (Deluxe Version),red hot chili peppers,1999-06-08,USWB19900690,3730,22.2,1405353677.0,276377,115315508,79,1518596886,7781636,52722,16291854,226008149,595631730,2,49257,79,268,1064069,30,582410010,217517,9809319,,,0
la mordidita,A Quien Quiera Escuchar (Deluxe Edition),ricky martin,2015-02-10,USSD11400352,3706,22.2,301574752.0,35991,11957152,61,1379939508,3240310,260012,30274438,236524309,153887121,45,5578,30,22,49244,36,26411787,28118,,3635979,,0
drowning (feat. kodak black),Drowning (feat. Kodak Black),a boogie wit da hoodie,2017-03-10,USAT21700435,3722,22.2,921936314.0,40536,3970533,56,495192316,3867402,,,,13067096,71,,,5,3333,1,264188035,260091,,2690190,,1
one in a million,One in a Million,bebe rexha,2023-08-04,USWB12303800,3734,22.2,109868838.0,17147,65679098,70,6256696,55646,2428,385969,7034216,,48,52099,5,42,866250,36,3490056,227,,408957,,0
playing games,Playing Games,summer walker,2019-08-23,USUM71917221,3737,22.2,177369022.0,26786,5711358,58,200783046,1614839,76025,12315439,75387907,85920589,35,100358,472,8,558639,29,26303941,44361,35561645,1548061,,1
often,Ultimate R&B 2014,the weeknd,2014-01-01,USUG11401323,3728,22.2,982399328.0,142822,40628124,73,578225770,3493215,60212,29558322,191313816,156782991,47,1312,38,26,235234,1,322074779,197934,,2317956,,1
balanï¿½ï¿½o da,Balanï¿½ï¿½o da,matheus fernandes,2022-02-24,BCDE52200008,3719,22.2,237867475.0,19268,14221320,61,302341579,1218262,,,,745025834,27,5145,,24,378419,10,,,,151448,,0
better things,Better Things - Single,aespa,2023-08-18,KRA302300242,3738,22.2,72446983.0,7731,5625254,60,100786648,982757,29345,39545448,325517526,7512353,20,1825,3,5,86890,20,202223,132,,106424,,0
ccc - remix,CCC (Remix) - Single,michelle maciel,2023-09-01,UYB282379019,3715,22.2,127818826.0,8847,5073881,,79764064,303155,,,,2518170,5,,,7,629291,3,5634765,1101,,229633,,0
carnival,Carnival Pack - EP,kanye west,2024-02-08,QZA742422174,3711,22.2,465320426.0,324,228188,,,,,,,,26,1,,,,,,,,,,0
swag se swagat,Tiger Zinda Hai (Original),neha bhasin,2017-12-12,INY091700034,3716,22.2,22317486.0,4244,2598110,50,1179253796,5477479,249200,2535364,48439256,24970879,12,941,,,,,403,,,389397,,0
sevilla,SEVILLA,thrife,2022-08-12,SE6XW2288884,3725,22.2,26054526.0,23652,1011837,41,1500755,20564,1585725,76687884,769574589,,1,8,,1,2681,1,,,,298281,,1
chana tera shukriya,Jogiya Koe,tanveer anjum,2023-07-15,DGA062354084,3717,22.2,9015.0,4,95,6,,,1200000,2363999,55049957,,,,,,,,,,,212,,0
caramelo - remix,Caramelo (Remix),leoo remix,2020-10-01,QZNJV2032699,3733,22.2,144767.0,82,2477,,697719336,3167472,,,,171565650,,,,,,,,,,,,0
ghost!,GHOST!,phonk.me,2022-12-02,QZTB22273485,3713,22.2,127080399.0,24672,15850206,67,62472711,883285,,,,,7,,,5,124957,,423039,354,8501292,311493,,0
cute depressed,Cute Depressed - Single,dyan dxddy,2024-02-02,QZZ662413549,3726,22.2,54477192.0,3729,21277335,77,36326774,890834,,3460300,41400000,,2,1,,1,378,,,,,120049,,1
inolvidable,Inolvidable,ovy on the drums,2020-01-15,USWL12000002,3712,22.2,256133319.0,38487,8731809,65,515007268,2900662,357700,35450027,341404786,9984,8,1434,,12,11915,,1589215,1776,,1247248,,0
lioness,Lioness,swedish house mafia,2024-06-07,USUG12403371,3710,22.2,2480498.0,776,49144891,,144589,5727,,,,,24,32,,23,1512955,27,37570,4,13294,13506,,0
zombie,Zombie,bad wolves,2018-01-19,USDPK1800004,3718,22.2,391235723.0,77293,8225027,6,133338318,1407929,104019,14567512,193481131,2330,9,60942,12,8,9221,33,300045453,184086,,5361011,,0
ni bien ni mal,X 100PRE,bad bunny,2018-12-23,QM7281884659,3735,22.2,461199840.0,57617,14966162,61,457134135,3745990,789376,16239631,170750243,23716081,14,2191,21,13,23140,,87133397,13955,1606154,889933,,1
maï¿½ï¿½ana serï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,karol g,2023-02-23,USUM72222550,3721,22.2,132811353.0,12970,4805498,66,53670834,569439,516300,12432832,163703206,,9,4052,18,4,79090,20,27113778,7037,,212091,,0
my heart goes (la di da),Only Honest On The Weekend,becky hill,2021-08-20,GBUM72102422,3736,22.2,300361628.0,57447,23619962,63,73752014,482554,3082,633965,11785929,18021243,94,104475,25,47,408539,46,11794498,1503,,1988562,,0
candy shop,Candy Shop,50 cent,2005-01-01,USIR10500072,3732,22.2,954807024.0,219091,69258950,75,1230174677,8016633,313458,56619292,950938614,379363177,76,44539,122,49,662226,25,336378328,387818,18800874,6300407,,1
only,ONLY,leehi,2021-08-27,KRC712100039,3724,22.2,335212411.0,50340,7777287,71,154369917,1963254,411400,224149612,1513137827,5539129,8,3885,8,1,1895,,260052,1206,,959210,,0
avalon,Avalon,$uicideboy$,2021-05-21,QZAPK2000176,3723,22.2,204669341.0,54797,3940409,65,49001959,441894,17568,4312773,49284460,65798617,2,14,,,,,4218125,3630,21572723,288456,,1
puro campeï¿½,Puro Campeï¿½ï¿½n - Si,grupo marca registrada,2022-10-14,USA2P2243895,3708,22.2,162996272.0,20521,5076875,61,137834966,708557,265100,5676478,72517463,,5,47,,,,,16395222,1958,,338327,,0
esperï¿½ï¿½n,Esperï¿½ï¿½n,manuel turizo,2017-12-07,USQX91702666,3729,22.2,333106545.0,25970,7253202,59,982437656,2944717,81315,3138449,37754097,200120108,18,3327,,11,140309,8,35770201,4370,,1055124,,0
gas pedal,Gas Pedal - The EP,sage the gemini,2013-03-19,USUYG1027384,3751,22.1,253903241.0,57350,12202121,59,25539550,321940,101759,20788928,136052679,,25,4115,14,6,23224,,239853559,1580905,,2408827,,1
landmines,Landmines,sum 41,2023-09-27,QMRSZ2302172,3748,22.1,18708085.0,6754,7014623,,6801971,145932,,5671,68136,5104817,14,81065,204,4,159332,27,2902311,327,,325793,,1
"mnike (feat. dj maphorisa, nandipha808, ceeka rsa & tyron dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",tyler icu,2023-04-28,ZB1OS2300183,3747,22.1,54611633.0,19814,4852560,61,25626713,241463,575800,50987040,681526979,,38,3127,21,4,16548,4,,,104375,,,1
dance crip,DANCE CRIP,trueno,2021-11-17,ARRWN2000082,3754,22.1,265253887.0,50642,5259227,61,186689501,2429799,123504,81240604,704505804,48162048,25,,,10,117988,10,,,,,,1
stellar,stellar,.diedlonely,2023-06-23,QM3DF2222961,3742,22.1,44235866.0,6022,1268699,66,5698615,142632,919217,181638749,1776006642,,4,6,,1,43207,,,,,363177,,0
en tu perra vida,En Tu Perra Vida,grupo firme,2021-05-12,QZDQH2143285,3740,22.1,265126606.0,24857,13763202,53,336327870,1617604,35300,7194400,92652072,18970945,14,3623,50,2,3684,21,56443526,10299,,801181,,1
malibu,Malibu,miley cyrus,2017-05-11,USRC11700814,3763,22.1,810044838.0,87422,33951824,68,541704571,3988386,258494,158069295,1190522330,78787707,136,21318,132,69,429231,33,58182683,91836,,3225942,,0
skin and bones,Skin and Bones,david kushner,2024-01-19,QZXDB2300047,3744,22.1,70354552.0,9185,8922438,,19123011,368576,,6440333,45949903,123899368,17,1224,40,19,64690,21,1383422,761,,,,0
shut up my moms calling - (sped up),Shut up My Moms Calling (Sped up),hotel ugly,2022-09-14,SE6XY2215995,3746,22.1,428290193.0,54042,7715768,75,,,,,,,2,,,2,27653,8,171307,954,,697563,,0
spinnin,Spinnin,connor price,2022-10-21,QZTAS2238500,3741,22.1,164206429.0,49659,12999272,63,12484960,163647,25200,18960431,182197234,,1,136,,,,,3424202,2471,2238898,776674,,0
baby shark,Baby Shark & More Kids Songs,super simple songs,2017-03-24,TCADE1784654,3749,22.1,53980875.0,4005,631145,55,1065036315,1487277,490,10111,386999,48369630,2,,,2,2138,3,29717004,200452,,21831,,0
barbiez,Pa las Baby's Y Belikeada,fuerza regida,2023-10-20,QZ9QQ2300783,3759,22.1,90149537.0,6289,7279462,,61433874,291107,17800,3515375,38602611,82109940,10,23,,2,318,1,3835787,2723,,333572,,1
coladin,Indï¿½ï¿½,zï¿½ï¿½ vaqu,2022-10-27,BCZZV2200032,3760,22.1,68110254.0,5563,9739787,62,220238857,1027402,293100,10599831,175981880,203704889,13,35,,25,498753,2,678,,,71663,,0
"coca cola (from ""luka chuppi"")","Coca Cola (From ""Luka Chuppi"")",tony kakkar,2019-02-04,INS181900274,3757,22.1,84890640.0,8746,5016334,59,939513536,3629985,30600,496273,7092486,138637329,17,723,,,,3,,,,141007,,0
los botones azules,Mi Vida En Un Cigarro 2,junior h,2022-02-11,USWL12200130,3758,22.1,409608018.0,35760,13777862,70,144073017,744920,121400,26034148,274609855,,17,30,7,3,173358,8,39188317,8249,,522412,,0
all by myself,All By Myself,alok,2022-10-07,DEE862201655,3764,22.1,153478699.0,23576,35626223,68,8834684,103744,,,,13208107,66,157225,84,74,2068935,18,106577,65,45258,1187709,,0
dj balada boa x pika pika kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,dj usup,2022-03-02,SGB502208098,3762,22.1,302568.0,285,25137,7,,,2957617,99826326,2026344214,,,,,,,,,,,,,0
joli bï¿½ï¿,Joli bï¿½ï¿,naza,2020-09-11,FRX762022181,3755,22.1,131677140.0,35653,2205297,57,198494925,1095673,1502712,37799046,559416339,7459129,28,8632,,13,168510,2,3269,,302899,1009225,,1
time of our lives,Time of Our Lives,pitbull,2014-11-17,USRC11402647,3739,22.1,1283683926.0,203125,103528914,79,351633773,2243784,382535,88186338,590688494,150511593,140,81,182,55,140012,7,,,,8020959,,1
blood // water,Blood / / Water,grandson,2017-10-27,TCADI1720999,3745,22.1,658966178.0,132079,18302636,68,218493561,3016621,810429,139586105,1291420904,12908888,10,2220,7,19,142206,15,37447857,81404,,,,0
famous hoes,Famous Hoes,nle choppa,2019-12-10,USWB11903266,3753,22.1,126680278.0,37176,2555897,54,114034780,1082538,23040,1288203,10857910,617599,3,,,3,7366,,5357445,18162,52906879,225260,,1
amor propio,AMOR PROPIO,grupo frontera,2023-10-19,DGA0H2357875,3756,22.1,59582290.0,3988,5490306,,72157125,363308,58300,9130133,102839961,253986639,4,1906,145,6,7084186,,7059759,810,,181211,,0
wreckage,Wreckage,pearl jam,2024-04-17,USUG12309753,3750,22.1,6247901.0,887,15777506,,663933,13751,,,,,20,21108,1,5,199564,40,961938,114,,83381,,1
this town,This Town,niall horan,2016-09-29,USUG11601029,3743,22.1,957810500.0,107486,73687531,74,174370096,2856158,309815,26476462,159860013,14483762,104,19825,69,28,109552,12,168215252,76529,21192691,5142901,,0
maybe youï¿½ï¿½ï¿½re the p,Maybe Youï¿½ï¿½ï¿½re The P,ava max,2022-04-28,USAT22203651,3761,22.1,181659395.0,24137,10925511,62,50640948,470130,7766,5336041,87012707,2764048939,53,186049,732,29,602060,12,3213326,1247,,1366573,,0
lil bit,Lil Bit,nelly,2020-10-23,USQX92003343,3792,22.0,250828412.0,40989,10401884,61,47811498,451406,107173,16852819,158825909,197197,47,52253,156,3,78,22,269930288,58967,,1557518,,1
nenas,Nenas,anni k,2022-11-25,QZNW72249626,3790,22.0,22362.0,5,22387,10,312422708,1133105,,,,,,4,,,,,,,,,,0
rainy days,Layover,v,2023-08-11,USA2P2339028,3776,22.0,253540909.0,10383,13943814,70,67113019,3432701,866,1173702,5236353,119265847,4,1454,17,7,115953,6,2140518,455,,258925,,0
disaster,Disaster - Single,kslv noh,2021-06-21,QZHNC2184834,3784,22.0,258379092.0,72424,23939335,65,54540038,1019009,789667,165449639,1863921422,28228,12,1,,2,83044,,,,,1139004,,0
feelings,Feelings,sumit goswami,2020-07-07,INS172001990,3773,22.0,42067554.0,4380,426039,54,698286046,7544844,78400,666432,7829359,156384597,,,,,,,,,,125809,,0
trouble with a heartbreak,Trouble With A Heartbreak,jason aldean,2022-01-14,QMRSZ2102055,3770,22.0,54488988.0,10962,1379201,4,29552269,223336,12866,1632207,14048502,230979355,,279457,77,1,8054,,83448303,4944,,,,0
los collares,Los Collares,oscar maydon,2022-09-30,USANG2210588,3769,22.0,332741927.0,23892,9122511,72,150888295,609166,23800,10579568,86648762,,5,,11,,,1,244982,553,,332463,,0
blaq on blaq (feat. luciano),BLAQ ON BLAQ (feat. Luciano),hoodblaq,2024-05-30,DEKF22400486,3772,22.0,8033479.0,1347,7618938,70,1247875,50363,,,,,11,133,,6,2740152,8,,,,11608,,1
memories (feat. kid cudi),VIVA Club Rotation (Vol. 46),kid cudi,2008-12-05,FRZID0900480,3778,22.0,923932404.0,261469,53941189,63,589202937,3297320,818905,254252068,1972131587,146327127,64,23424,20,62,1176459,24,215592925,162928,,8619668,,0
it's that time,It's That Time,marlon hoffstadt,2023-04-21,QM4TX2371595,3789,22.0,29365536.0,28087,18522511,62,3502786,57445,13139,11053278,124006258,,4,2430,,4,84348,18,1387,,6407526,343152,,0
do not climb,Do Not Climb,claps,2023-03-16,AUXN22297509,3780,22.0,2723.0,11,237,,250777729,329563,,,,,,10,,,,,,,,,,0
mï¿½ï¿½lanine (feat. were,Mï¿½ï¿½la,heuss l'enfoirï¿,2024-05-03,FRPZ92417040,3786,22.0,14500608.0,1528,6768397,71,7766177,77814,,,,,18,784,,16,18340167,20,,,,201571,,1
bakkal amca,Bakkal Amca,kukuli,2021-05-10,QZHN62167502,3775,22.0,5755295.0,850,54262,36,565493630,1545650,702,43785,1040868,,,17,,,,,,,,22228,,0
martes 13,Martes 13 - Single,luis r conriquez,2024-05-17,QM6N22452000,3768,22.0,12809544.0,967,11244203,,7124556,79550,,,,125856157,7,1,,1,33919,10,479105,272,,55391,,1
jom ka du me tï¿½ï¿,Jom ka du me tï¿½ï¿,dafina zeqiri,2024-05-31,QZNFJ2402633,3791,22.0,1196257.0,208,567656,57,7023287,34395,,,,,2,1,,,,,634,,,7750,,0
bellabella,Bella Bella (feat. Scelo),vanco,2017-02-23,ZA4MG1700001,3783,22.0,3835.0,12,142,1,1438604417,6279411,,,,274134343,,15,,,,,,,,,,0
long journey,Nostalgia,rod wave,2023-09-15,USQX92305193,3765,22.0,26215354.0,6248,524752,,16885737,135693,,7673272,63529208,10588113,2,11,,,,3,6571777,5569,7735532,172649,,1
die a happy man,Die a Happy Man - Single,thomas rhett,2015-01-01,USLXJ1507199,3782,22.0,622198235.0,53548,22066757,66,281739663,1138264,10615,2053389,18928214,349194533,56,90639,88,13,16131,33,801952029,239101,,2864850,,0
dah dah dahdah,Who is Nardo Wick?? (Deluxe),nardo wick,2022-07-22,USRC12202590,3766,22.0,142262820.0,53038,20272136,63,35675859,373352,134014,53648356,365465494,323596,18,2393,125,3,25942,21,23389178,10534,,,,1
cab in a solo,Cab In A Solo - Single,scotty mccreery,2023-08-18,USQX92304263,3787,22.0,11614161.0,2375,2311705,55,3113363,29826,49,63079,1218414,,3,118584,3,,,1,11488894,1262,136514,311403,,0
sï¿½ï¿½,Sï¿½ï¿½,anuel aa,2021-11-18,QMDA62184373,3771,22.0,200764254.0,45002,9737159,57,217898959,1101215,21898,1749382,28799405,206809601,35,2877,24,4,42446,5,12777518,1196,,447896,,1
bachke bachke (feat. yarah),Making Memories,karan aujla,2023-08-18,CAW112300246,3779,22.0,53303131.0,6899,2394704,61,78846057,671469,47600,1633000,24708801,13938421,3,7,,,,1,12987,,2645810,88579,,0
fed up,ANTI-ICON,ghostemane,2020-10-21,ZZOPM2003235,3785,22.0,219841054.0,71843,10101641,64,128686770,2638466,942400,98450996,1206875855,19927196,3,9,9,1,18907,,7734384,6674,,1998537,,1
slide,Slide,h.e.r.,2019-09-27,USRC11902505,3781,22.0,224529894.0,50674,7520303,53,268061194,2237400,37352,15530760,112923227,61743322,43,92023,9,13,19900,33,132646262,52719,3325890,2404340,,1
"udd jaa kaale kaava (from ""gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",udit narayan,2023-06-29,INZ031413259,3774,22.0,4527224.0,392,329325,,179686266,2633829,,,,87239915,4,278,,,,2,,,,24030,,0
be the one,Be The One,eli brown,2023-03-31,GBUM72302199,3777,22.0,75309953.0,34283,39325226,67,9963983,111125,4789,2241743,22133936,61165,20,3716,39,14,152042,22,827038,257,3389875,330883,,0
top 10 statues that cried blood,POST HUMAN: NeX GEn,bring me the horizon,2024-05-24,GBARL2400277,3788,22.0,13330547.0,1675,21053939,73,35472,3979,,,,,23,1603,1,13,359329,43,337651,47,34485,18299,,0
this city,Not a Hobby,sam fischer,2018-01-19,TCADL1840559,3767,22.0,633467655.0,74321,32015799,63,26434293,260550,1414817,162027612,1120361528,5356,109,43085,83,44,297171,4,34430527,25733,27508804,1565404,,0
os bico tï¿½ï¿½o se perguntando (letï¿½ï¿½,Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,mc ph,2023-04-07,BXG6R2300280,3801,21.9,131981248.0,15020,12049822,65,127960114,714022,27489,2506579,33156781,3350968,8,2,,12,221427,3,229,,,99846,,1
last time i saw you,Last Time I Saw You,nicki minaj,2023-09-01,USUM72312706,3818,21.9,66513420.0,12490,4973699,,15485803,395896,31322,8225518,87668727,39600226,27,38078,39,13,357821,15,15827496,2448,,356162,,0
precision,Precision,big sean,2024-03-22,USUM72400673,3795,21.9,7569031.0,2152,10280933,,1937815,74131,,,,1563442,23,26501,215,8,112913,32,,,,123954,,1
